study,questionnaire,question,item,answer_list,text,question_text,text_de,question_text_de,dataset,variable
soep-pretest,pre_2009,4_2,4,4_2,At school/university/vocational training,Our next questions refer to your houeshold as a whole. How many of them are ... at the moment?,In Schule/Studium/Ausbildung,Unsere nächsten Fragen beziehen sich auf diesen Haushalt als ganzen. Wie viele von diesen sind derzeit ,pre_2009,f004304
soep-pretest,pre_2009,4_2,5,4_2,Retired,Our next questions refer to your houeshold as a whole. How many of them are ... at the moment?,In Rente/Pension,Unsere nächsten Fragen beziehen sich auf diesen Haushalt als ganzen. Wie viele von diesen sind derzeit ,pre_2009,f004305
soep-pretest,pre_2009,4_2,6,4_2,Other,Our next questions refer to your houeshold as a whole. How many of them are ... at the moment?,Sonstiges,Unsere nächsten Fragen beziehen sich auf diesen Haushalt als ganzen. Wie viele von diesen sind derzeit ,pre_2009,f004306
soep-pretest,pre_2009,4_2,7,4_2,No answer,Our next questions refer to your houeshold as a whole. How many of them are ... at the moment?,keine Angabe,Unsere nächsten Fragen beziehen sich auf diesen Haushalt als ganzen. Wie viele von diesen sind derzeit ,pre_2009,f004307
soep-pretest,pre_2009,5,,5,What is your status in the household?,,Sind Sie selbst in diesem Haushalt,,pre_2009,f005
soep-pretest,pre_2009,6,,6,"Some households are financially very well-off and can afford everything, others are financially weak and have to pinch and scrape. We are representing that thorugh a scale with 10 groups or steps. In group 1 are the poorest households in our society and group 10 contains the richest households. The rest is in-between,  more in the lower, middle or upper range, dependig on the financial situtation.  Where on this scale would you put a typical household in your neighbourhood? ",,"Manche Haushalte sind finanziell sehr gut ausgestattet und können sich alles leisten, andere haben zu wenig Geld und müssen sich sehr einschränken. Wir haben das einmal auf einer Skala mit zehn Gruppen oder Stufen dargestellt.  Gruppe 1 sind die ärmsten Haushalte in unserer Gesellschaft, Gruppe 10 sind die reichsten Haushalte; die übrigen liegen dazwischen, je nach ihrer finanziellen Lage eher im unteren, im mittleren oder im oberen Bereich. Wenn Sie einmal an typische Haushalte hier in Ihrem Wohnviertel oder Ihrer Nachbarschaft denken, wo auf dieser Skala würden Sie diese einstufen?",,pre_2009,f006
soep-pretest,pre_2009,7,,7,Where on this scale would you put your own household? ,,Und mit welchem Wert auf dieser Skala würden Sie Ihren Haushalt einstufen?,,pre_2009,f007
soep-pretest,pre_2009,9,,9,First of all the question: Do you or another member of the household keeps record about type and amount of your spendings in a book of household accounts?,,"Vorab die Frage: Führen Sie oder ein anderes Haushaltsmitglied ein Haushaltsbuch, in dem Sie Art und Höhe Ihrer Ausgaben festhalten?",,pre_2009,f009
soep-pretest,pre_2009,10,,10,"If you take a look at the total income from all members of the household: how high is the monthly household income today? Please state the net monthly income, which means after deductions for taxes and social security. Please include regular income such as pensions, housing allowance, child allowance, grants for higher education support payments, etc.  If you do not know the exact amount, please estimate the amount per month.",,"Wenn man mal alle Einkünfte zusammennimmt: Wie hoch ist das monatliche Haushaltseinkommen aller Haushaltsmitglieder heute? Bitte geben Sie den monatlichen Netto-Betrag an, also nach Abzug von Steuern und Sozialabgaben. Regelmäßige Zahlungen wie Renten, Wohngeld, Kindergeld, BAföG, Unterhaltszahlungen usw. rechnen Sie bitte dazu! Falls nicht genau bekannt: Bitte schätzen Sie den monatlichen Betrag",,pre_2009,f010
soep-pretest,pre_2009,10_1,,10_1,Is your household net income higher or lower than...,,Ist das Haushaltsnettoeinkommen größer oder kleiner als ...,,pre_2009,znetto
soep-pretest,pre_2009,11,,11,Do you live in the flat as tenant or owner?,,Bewohnen Sie diese Wohnung als Mieter oder Eigentümer?,,pre_2009,f011
soep-pretest,pre_2009,12,,,"How much is the monthly rent? Please include costs for heating and so on, provided that relevant.  amount in Euro",,"Wie hoch ist die monatliche Miete, die Sie zahlen? Bitte einschließlich Umlagen für Heizkosten usw., sofern zutreffend. Betrag in Euro",,pre_2009,f01201
soep-pretest,pre_2009,12_1,,12_1,"How much is the monthly rent? Please include costs for heating and so on, provided that relevant.  I do not know.",,"Wie hoch ist die monatliche Miete, die Sie zahlen? Bitte einschließlich Umlagen für Heizkosten usw., sofern zutreffend. Weiß nicht.",,pre_2009,f01202
soep-pretest,Amount,13,,,"Do you pay shared costs for management, heating etc. monthly, often called ""housing allowances""?",,"Zahlen Sie monatliche Umlagekosten für Hausverwaltung, Heizung usw., oft auch als Hausgeld bezeichnet?",,Amount,f013
soep-pretest,pre_2009,13_1,,,"How much are these shared costs or ""housing allowances""? Euro",,Wie hoch sind diese monatlichen Umlagekosten? Euro,,pre_2009,f013a01
soep-pretest,pre_2009,13_2,,13_2,"How much are these shared costs or ""housing allowances""?",,Wie hoch sind diese monatlichen Umlagekosten? Weiß nicht,,pre_2009,f013a02
soep-pretest,pre_2009,14,,14,"Do you or another member of the household still have financial obligations, for example loans or a mortgage, for this house or flat in which you live?",,Haben Sie oder ein anderes Haushaltsmitglied für diese Wohnung bzw. dieses Haus noch finanzielle Belastungen aus der Abzahlung von Hypotheken oder Bauspardarlehen?,,pre_2009,f014
soep-pretest,pre_2009,14_1,,,How high are the monthly loan or mortgage payments including interest? Euro,,Wie hoch ist dafür der monatliche Betrag für Tilgung und Zinsen? Euro,,pre_2009,f014a01
soep-pretest,pre_2009,14_2,,14_2,How high are the monthly loan or mortgage payments including interest? I do not know.,,Wie hoch ist dafür der monatliche Betrag für Tilgung und Zinsen? Weiß nicht,,pre_2009,f014a02
soep-pretest,pre_2009,15,,15,Are you or another member of the household currently paying back loans or mortages monthly (including leasing),,"Gibt es (Falls F11 Eigentümer: andere) Darlehen oder Kredite, für die Sie oder ein anderes Haushaltsmitglied monatliche Rückzahlungen oder Abzahlungen leisten müssen (einschl. Leasing)?",,pre_2009,f015
soep-pretest,pre_2009,15_1,,,How much is the monthly sum of this repayment?,,"Wie hoch ist der monatliche Betrag dieser Rückzahlungen oder Abzahlungen? Wenn es mehrere Kredite sind, zählen Sie die Beträge für die Rückzahlungen bzw. Abzahlungen bitte zusammen.",,pre_2009,f015a01
soep-pretest,pre_2009,15_2,,15_2,How much is the monthly sum of this repayment?,,"Wie hoch ist der monatliche Betrag dieser Rückzahlungen oder Abzahlungen? Wenn es mehrere Kredite sind, zählen Sie die Beträge für die Rückzahlungen bzw. Abzahlungen bitte zusammen.",,pre_2009,f015a02
soep-pretest,pre_2009,16,,16,Do you or another member of your household afford alimony payments ?,,Leisten Sie oder ein anderes Haushaltsmitglied monatliche Zahlungen aus Unterhaltsverpflichtungen?,,pre_2009,f016
soep-pretest,pre_2009,16_1,,,How much are these alimony?,,Wie hoch sind diese monatlichen Unterhaltszahlungen?,,pre_2009,f016a01
soep-pretest,pre_2009,16_2,,16_2,How much are these alimony? I do not know.,,Wie hoch sind diese monatlichen Unterhaltszahlungen? Weiß nicht.,,pre_2009,f016a02
soep-pretest,pre_2009,17,,17,"Are there fixed monthly payments for education or child care, e.g.  kindergarten fees or  tuition payments that you or another member of your household make?",,"Gibt es feste monatliche Ausgaben, die Sie oder ein anderes Haushaltsmitglied für Bildung oder Kinderbetreuung haben, wie Kindergartengebühren oder Schulgeld?",,pre_2009,f017
soep-pretest,pre_2009,17_1,,,How much are these spendings for education or child care?,,Wie hoch sind diese Ausgaben für Bildung oder Kinderbetreuung?,,pre_2009,f017a01
soep-pretest,pre_2009,17_2,,17_2,How much are these spendings on education or daycare? I do not know.,,Wie hoch sind diese Ausgaben für Bildung oder Kinderbetreuung? Weiß nicht.,,pre_2009,f017a02
soep-pretest,pre_2009,18,,18,"Are there fixed monthly payments for insurance premiums, e.g.:  life insurance, private old age pension insurance or  a private or  voluntary health insurance that you or another member of your household make?",,"Gibt es feste monatliche Ausgaben, die Sie oder ein anderes Haushaltsmitglied für Versicherungsbeiträge zahlen, etwa für eine Lebensversicherung, eine private Rentenversicherung oder eine private oder freiwillige Krankenversicherung?",,pre_2009,f018
soep-pretest,pre_2009,18_1,,,How much are these payments for insurances?,,Wie hoch sind diese Ausgaben für Versicherungsbeiträge?,,pre_2009,f018a01
soep-pretest,pre_2009,18_2,,18_2,How much are these payments for insurances? I do not know.,,Wie hoch sind diese Ausgaben für Versicherungsbeiträge? Weiß nicht.,,pre_2009,f018a02
soep-pretest,pre_2009,19,,,"Now it is about expenditures in a typical month that are not fixed in advance. How much does your household spend on food approximately? That include dishes and drinks taken at home and expenditures for smoking, alcohol and other  natural stimulants. ",,"Nun zu den Ausgaben in einem typischen Monat, die nicht vorab festgelegt sind. Wieviel gibt Ihr Haushalt ungefähr für Lebensmitteleinkäufe aus, also für Speisen und Getränke, die zu Hause verzehrt werden, einschließlich Ausgaben für Rauchen, Alkohol und sonstige Genussmittel?",,pre_2009,f01901
soep-pretest,pre_2009,19_1,,19_1,"Now it is about expenditures in a typical month that are not fixed in advance. How much does your household spend on food approximately? That include dishes and drinks taken at home and expenditures for smoking, alcohol and other  natural stimulants. I do not know",,"Nun zu den Ausgaben in einem typischen Monat, die nicht vorab festgelegt sind. Wieviel gibt Ihr Haushalt ungefähr für Lebensmitteleinkäufe aus, also für Speisen und Getränke, die zu Hause verzehrt werden, einschließlich Ausgaben für Rauchen, Alkohol und sonstige Genussmittel? Weiß nicht",,pre_2009,f01902
soep-pretest,pre_2009,20,,,"How much money does your household spend on  food and drinks outside: visiting a restaurant or café, meals at canteens, home delivery services or the like?",,"Wieviel gibt Ihr Haushalt ungefähr für Speisen und Getränke außer Haus aus, also für Restaurant- oder Cafébesuche, Kantinenessen, Lieferservice nach Hause oder Ähnliches?",,pre_2009,f02001
soep-pretest,pre_2009,20_1,,20_1,"How much money does your household spend on  food and drinks outside: visiting a restaurant or café, meals at canteens, home delivery services or the like? I do not know",,"Wieviel gibt Ihr Haushalt ungefähr für Speisen und Getränke außer Haus aus, also für Restaurant- oder Cafébesuche, Kantinenessen, Lieferservice nach Hause oder Ähnliches? Weiß nicht",,pre_2009,f02002
soep-pretest,pre_2009,21,,,How much money does your household spend on clothing and shoes in a typical month?,,Wieviel gibt Ihr Haushalt in einem typischen Monat für Bekleidung und Schuhe aus?,,pre_2009,f02101
soep-pretest,pre_2009,21_1,,21_1,How much money does your household spend on clothing and shoes in a typical month? I do not know.,,Wieviel gibt Ihr Haushalt in einem typischen Monat für Bekleidung und Schuhe aus? Weiß nicht.,,pre_2009,f02102
soep-pretest,pre_2009,22,,,"What are the monthly costs of your household for car and other means of transport? It includes costs for fuel and other running costs for the car (oil change), bus or train tickets, taxicabs or the like.",,"Wie hoch sind die monatlichen Kosten Ihres Haushalts für Auto und Verkehrsmittel, also Benzinkosten und andere laufende Kosten für das Auto (z.B. Ölwechsel), Omnibus- oder Bahnkarten, Taxi und Ähnliches?",,pre_2009,f02201
soep-pretest,pre_2009,22_1,,22_1,"What are the monthly costs of your household for car and other means of transport? It includes costs for fuel and other running costs for the car (oil change), bus or train tickets, taxicabs or the like. I do not know.",,"Wie hoch sind die monatlichen Kosten Ihres Haushalts für Auto und Verkehrsmittel, also Benzinkosten und andere laufende Kosten für das Auto (z.B. Ölwechsel), Omnibus- oder Bahnkarten, Taxi und Ähnliches? Weiß nicht.",,pre_2009,f02202
soep-pretest,pre_2009,23,,,"How much money does your household spend on health and illness (treatment expenses, drugs) in a typicval month?",,"Wieviel gibt Ihr Haushalt in einem typischen Monat für die Gesundheit und Krankheiten aus, also Arztkosten und Medikamente?",,pre_2009,f02301
soep-pretest,pre_2009,23_1,,23_1,"How much money does your household spend on health and illness (treatment expenses, drugs) in a typicval month?",,"Wieviel gibt Ihr Haushalt in einem typischen Monat für die Gesundheit und Krankheiten aus, also Arztkosten und Medikamente?",,pre_2009,f02302
soep-pretest,pre_2009,24,,,"How much money does your household spend on leisure, sports, culture and telecommunication, that includes adventures, hobbys, events, music, journals books, computer games,  radio fees, TV, telephoneand  internet during one month?",,"Wieviel gibt Ihr Haushalt in einem typischen Monat für Freizeit, Sport, Kultur und Telekommunikation aus, also für Unternehmungen, Hobbies, Veranstaltungen, Musik, Zeitschriften, Bücher, Computer-Spiele und Gebühren für Radio, Fernsehen, Telefon und Internet?",,pre_2009,f02401
soep-pretest,pre_2009,24_1,,24_1,"How much money does your household spend on leisure, sports, culture and telecommunication, that includes adventures, hobbys, events, music, journals books, computer games,  radio fees, TV, telephoneand  internet during one month? I do not know.",,"Wieviel gibt Ihr Haushalt in einem typischen Monat für Freizeit, Sport, Kultur und Telekommunikation aus, also für Unternehmungen, Hobbies, Veranstaltungen, Musik, Zeitschriften, Bücher, Computer-Spiele und Gebühren für Radio, Fernsehen, Telefon und Internet? Weiß nicht.",,pre_2009,f02402
soep-pretest,pre_2009,25,,,"Are there any other important elements of expenditure in your household during a typical month? If so, what for do you spend money and how much is it? Type of expenditures.",,"Gibt es in Ihrem Haushalt sonstige wichtige Ausgabenposten in einem typischen Monat, die bisher nicht genannt sind? Wenn ja, wofür entstehen diese Kosten und wie hoch sind etwa die Ausgaben? Art der Ausgaben",,pre_2009,f02501
soep-pretest,pre_2009,25_1,,,"Are there any other important elements of expenditure in your household during a typical month? If so, what for do you spend money and how much is it? Amount in euro.",,"Gibt es in Ihrem Haushalt sonstige wichtige Ausgabenposten in einem typischen Monat, die bisher nicht genannt sind? Wenn ja, wofür entstehen diese Kosten und wie hoch sind etwa die Ausgaben? Betrag in Euro",,pre_2009,f02502
soep-pretest,pre_2009,25_2,,25_2,"Are there any other important elements of expenditure in your household during a typical month? If so, what for do you spend money and how much is it? No, no other expendures./ I do not know.",,"Gibt es in Ihrem Haushalt sonstige wichtige Ausgabenposten in einem typischen Monat, die bisher nicht genannt sind? Wenn ja, wofür entstehen diese Kosten und wie hoch sind etwa die Ausgaben? Nein, keine sonstigen Ausgaben./ Weiß nicht.",,pre_2009,f02503
soep-pretest,pre_2009,26,,26,"Do you usually have an amount of money left over at the end of the month that you can save for larger purchases, emergency expenses or to build up savings? If yes, how much?",,"Bleibt Ihnen in der Regel monatlich ein gewisser Betrag übrig, den Sie sparen oder zurücklegen können, etwa für größere Anschaffungen, für Notlagen oder zur Vermögensbildung? Wenn ja, welcher Betrag etwa?",,pre_2009,f02601
soep-pretest,pre_2009,26_1,,26_1,"Do you usually have an amount of money left over at the end of the month that you can save for larger purchases, emergency expenses or to build up savings? If yes, how much? Amount",,"Bleibt Ihnen in der Regel monatlich ein gewisser Betrag übrig, den Sie sparen oder zurücklegen können, etwa für größere Anschaffungen, für Notlagen oder zur Vermögensbildung? Wenn ja, welcher Betrag etwa? Betrag",,pre_2009,f02602
soep-pretest,pre_2009,27,,,"Now it is about bigger expenditures, that are not fixed or yearly. We ask for the approximate amount of the last year, thus 2008. What are the yearly approximate expenditures of your household for insurances of all sorts, for example motor vehicle insurance,  private personal liability, personal accident or renter's insurance? Life insurance, private health or old age pension insurance are included, if not mentioned in monthly expenditures. Amount",,"Nun zu größeren Ausgaben, die unregelmäßig oder jährlich anfallen. Hier bitten wir Sie um den ungefähren Betrag, der dafür im letzten Kalenderjahr, also 2008, angefallen ist. Wie hoch sind ungefähr die jährlichen Ausgaben Ihres Haushalts für Versicherungen aller Art, also zum Beispiel KFZ-Versicherung, private Haftpflicht-, Unfall- oder Hausratversicherung? Lebensversichung und private Kranken- oder Rentenversicherung gehören hier nur dazu, wenn sie nicht schon bei den monatlichen Ausgaben genannt wurden. Betrag",,pre_2009,f02701
soep-pretest,pre_2009,27_1,,27_1,"Now it is about bigger expenditures, that are not fixed or yearly. We ask for the approximate amount of the last year, thus 2008. What are the yearly approximate expenditures of your household for insurances of all sorts, for example motor vehicle insurance,  private personal liability, personal accident or renter's insurance? Life insurance, private health or old age pension insurance are included, if not mentioned in monthly expenditures. No expenditures of this kind / I do not know.",,"Nun zu größeren Ausgaben, die unregelmäßig oder jährlich anfallen. Hier bitten wir Sie um den ungefähren Betrag, der dafür im letzten Kalenderjahr, also 2008, angefallen ist. Wie hoch sind ungefähr die jährlichen Ausgaben Ihres Haushalts für Versicherungen aller Art, also zum Beispiel KFZ-Versicherung, private Haftpflicht-, Unfall- oder Hausratversicherung? Lebensversichung und private Kranken- oder Rentenversicherung gehören hier nur dazu, wenn sie nicht schon bei den monatlichen Ausgaben genannt wurden. Keine Ausgaben dieser Art / Weiß nicht.",,pre_2009,f02702
soep-pretest,pre_2009,28,,,How much in total did you or another member of your household spend on holidays last year? Amount,,Wie viel haben Sie oder andere Haushaltsmitglieder im letzten Jahr etwa für Urlaubsreisen ausgegeben? Betrag,,pre_2009,f02801
soep-pretest,pre_2009,28_1,,28_1,How much in total did you or another member of your household spend for holidays last year? No expenditures of this kind / I do not know,,Wie viel haben Sie oder andere Haushaltsmitglieder im letzten Jahr etwa für Urlaubsreisen ausgegeben? Keine Ausgaben dieser Art / Weiß nicht,,pre_2009,f02802
